"731";"taskAddQuestion";"Möchten Sie eine neue Aufgabe für diesen Tag hinzufügen?";"Deseas agregar una nueva tarea a este dia?";"Voulez-vous ajouter une nouvelle tâche à ce jour ?";"Vuoi aggiungere una nuova attività a questo giorno?";"Deseja adicionar uma nova tarefa para este dia?";"Czy chcesz dodać nowe zadanie do tego dnia?";"Do you want to add a new task to this day?"
"732";"taskSelectDate";"Aufgabendatum wählen";"Selecciona la fecha de la tarea";"Sélectionnez la date de la tâche";"Seleziona la data dell'attività";"Selecione a data da tarefa";"Wybierz datę zadania";"Select task date"
"733";"yes";"Ja";"Si";"Oui";"Sì";"Sim";"Tak";"Yes"
"734";"no";"Nein";"No";"Non";"No";"Não";"Nie";"No"
"735";"taskCalendar";"Aufgabenkalender";"Calendario de tareas";"Calendrier des tâches";"Calendario attività";"Calendário de tarefas";"Kalendarz zadań";"Task calendar"
"736";"taskNoTasks";"Keine Aufgaben für diesen Tag";"No hay tareas para este día";"Aucune tâche pour ce jour";"Nessuna attività programmata per questo giorno";"Sem tarefas para este dia";"Brak zadań na ten dzień";"No tasks planned for this day"
"737";"systemLanguage";"Systemsprache";"Idioma del sistema";"Langue du système";"Lingua di sistema";"Idioma do sistema";"Język systemowy";"System language"
"738";"languageChanged";"Sprache geändert. Die App wird neu gestartet.";"Idioma cambiado. La aplicación se reiniciará.";"Langue modifiée. L'application va redémarrer.";"Lingua cambiata. L'app verrà riavviata.";"Idioma alterado. A aplicação será reiniciada.";"Język zmieniony. Aplikacja zostanie uruchomiona ponownie.";"Language changed. The app will restart.""739";"cannotMoveSameLocation";"Kann nicht an denselben Ort verschoben werden";"No se puede mover a la misma ubicación";"Impossible de déplacer au même emplacement";"Impossibile spostare nella stessa posizione";"Não é possível mover para o mesmo local";"Nie można przenieść na tę samą pozycję";"Cannot move to the same location"
"740";"createdInApiary";"im Bienenhaus entstanden";"creado en el colmenar";"créé dans le rucher";"creato nell'apiario";"criado no apiário";"utworzony w pasiece";"created in the apiary"
"741";"deleteHive";"Beute löschen";"Eliminar colmena";"Supprimer la ruche";"Elimina arnia";"Eliminar colmeia";"Skasuj ul";"Delete hive"
"742";"deleteHiveConfirm";"Möchten Sie wirklich Beute {ulNr} aus Bienenstand {pasiekaNr} löschen? Alle Daten (Rähmchen, Durchsichten, Notizen, Fotos) werden dauerhaft gelöscht!";"¿Está seguro de que desea eliminar la colmena {ulNr} del apiario {pasiekaNr}? ¡Todos los datos (marcos, inspecciones, notas, fotos) se eliminarán permanentemente!";"Êtes-vous sûr de vouloir supprimer la ruche {ulNr} du rucher {pasiekaNr} ? Toutes les données (cadres, inspections, notes, photos) seront définitivement supprimées !";"Sei sicuro di voler eliminare l'arnia {ulNr} dall'apiario {pasiekaNr}? Tutti i dati (telaini, ispezioni, note, foto) verranno eliminati permanentemente!";"Tem a certeza de que deseja eliminar a colmeia {ulNr} do apiário {pasiekaNr}? Todos os dados (quadros, inspeções, notas, fotos) serão eliminados permanentemente!";"Czy na pewno usunąć ul {ulNr} z pasieki {pasiekaNr}? Wszystkie dane (ramki, przeglądy, notatki, zdjęcia) zostaną trwale usunięte!";"Are you sure you want to delete hive {ulNr} from apiary {pasiekaNr}? All data (frames, inspections, notes, photos) will be permanently deleted!"
"743";"deleteHiveWarning";"ACHTUNG: Dieser Vorgang ist unwiderruflich!";"¡ATENCIÓN: Esta operación es irreversible!";"ATTENTION : Cette opération est irréversible !";"ATTENZIONE: Questa operazione è irreversibile!";"ATENÇÃO: Esta operação é irreversível!";"UWAGA: Ta operacja jest nieodwracalna!";"WARNING: This operation is irreversible!"
"744";"deleteOldHive";"Mit Daten löschen";"Eliminar con datos";"Supprimer avec données";"Elimina con dati";"Eliminar com dados";"Usuń z danymi";"Delete with data"
"745";"deleteOldHiveDesc";"Erstellt eine neue Beute mit gleichen Parametern, verschiebt die Königin und löscht die alte Beute.";"Crea una nueva colmena con los mismos parámetros, mueve la reina y elimina la colmena antigua.";"Crée une nouvelle ruche avec les mêmes paramètres, déplace la reine et supprime l'ancienne ruche.";"Crea una nuova arnia con gli stessi parametri, sposta la regina ed elimina la vecchia arnia.";"Cria uma nova colmeia com os mesmos parâmetros, move a rainha e elimina a colmeia antiga.";"Tworzy nowy ul z takimi samymi parametrami, przenosi matkę i usuwa stary ul.";"Creates a new hive with the same parameters, moves the queen and deletes the old hive."
"746";"deselectAll";"Alle abwählen";"Deseleccionar todo";"Tout désélectionner";"Deseleziona tutto";"Desselecionar tudo";"Odznacz wszystkie";"Deselect all"
"747";"destApiaryNr";"Ziel-Bienenstand Nr";"N° del apiario de destino";"N° du rucher de destination";"N° apiario di destinazione";"N° do apiário de destino";"Nr pasieki docelowej";"Destination apiary nr"
"748";"destHiveNr";"Ziel-Beute Nr";"N° de la colmena de destino";"N° de la ruche de destination";"N° arnia di destinazione";"N° da colmeia de destino";"Nr ula docelowego";"Destination hive nr"
"749";"emptyApiaryDeleted";"Leerer Bienenstand {nr} wurde gelöscht";"El apiario vacío {nr} ha sido eliminado";"Le rucher vide {nr} a été supprimé";"L'apiario vuoto {nr} è stato eliminato";"O apiário vazio {nr} foi eliminado";"Pusta pasieka {nr} została usunięta";"Empty apiary {nr} has been deleted"
"750";"hiveAlreadyExists";"Eine Beute mit dieser Nummer existiert bereits im Ziel-Bienenstand";"Ya existe una colmena con este número en el apiario de destino";"Une ruche avec ce numéro existe déjà dans le rucher de destination";"Un'arnia con questo numero esiste già nell'apiario di destinazione";"Já existe uma colmeia com este número no apiário de destino";"Ul o tym numerze już istnieje w docelowej pasiece";"A hive with this number already exists in the destination apiary"
"751";"hiveDeleted";"Beute gelöscht";"Colmena eliminada";"Ruche supprimée";"Arnia eliminata";"Colmeia eliminada";"Ul usunięty";"Hive deleted"
"752";"hiveMoved";"Beute verschoben";"Colmena movida";"Ruche déplacée";"Arnia spostata";"Colmeia movida";"Ul przeniesiony";"Hive moved"
"753";"hiveTransfer";"Umsetzung der Beute";"traslado de colmena";"transfert de la ruche";"trasferimento arnia";"transferência da colmeia";"przeniesienie ula";"hive transfer"
"754";"leaveHive";"Belassen";"Dejar";"Laisser";"Lasciare";"Deixar";"Zostaw";"Leave"
"755";"leaveHiveDesc";"Behält die alte Beute mit Verlauf, erstellt eine neue mit gleichen Parametern und verschiebt die Königin.";"Mantiene la colmena antigua con historial, crea una nueva con los mismos parámetros y mueve la reina.";"Conserve l'ancienne ruche avec l'historique, crée une nouvelle avec les mêmes paramètres et déplace la reine.";"Mantiene la vecchia arnia con lo storico, crea una nuova con gli stessi parametri e sposta la regina.";"Mantém a colmeia antiga com histórico, cria uma nova com os mesmos parâmetros e move a rainha.";"Pozostawia stary ul z historią, tworzy nowy z takimi samymi parametrami i przenosi matkę.";"Keeps the old hive with history, creates a new one with the same parameters and moves the queen."
"756";"liquidateHive";"Liquidieren";"Liquidar";"Liquider";"Liquidare";"Liquidar";"Zlikwiduj";"Liquidate"
"757";"liquidateHiveDesc";"Behält die alte Beute mit Verlauf und fügt Umzugsinfo hinzu, erstellt eine neue mit gleichen Parametern und verschiebt die Königin.";"Mantiene la colmena antigua con historial y añade info de traslado, crea una nueva con los mismos parámetros y mueve la reina.";"Conserve l'ancienne ruche avec l'historique et ajoute l'info de transfert, crée une nouvelle avec les mêmes paramètres et déplace la reine.";"Mantiene la vecchia arnia con lo storico e aggiunge info sul trasferimento, crea una nuova con gli stessi parametri e sposta la regina.";"Mantém a colmeia antiga com histórico e adiciona info de transferência, cria uma nova com os mesmos parâmetros e move a rainha.";"Pozostawia stary ul z historią i dodaje informację o przeniesieniu w nowe miejsce, tworzy nowy z takimi samymi parametrami i przenosi matkę.";"Keeps the old hive with history and adds transfer info, creates a new one with the same parameters and moves the queen."
"758";"move";"Verschieben";"Mover";"Déplacer";"Sposta";"Mover";"Przenieś";"Move"
"759";"moveHive";"Beute verschieben";"Mover colmena";"Déplacer la ruche";"Sposta arnia";"Mover colmeia";"Przenieś ul";"Move hive"
"760";"moveWithHistory";"Mit Geschichte";"Con historial";"Avec historique";"Con cronologia";"Com histórico";"Z historią";"With history"
"761";"moveWithHistoryDesc";"Verschiebt alle Daten: Rähmchen, Durchsichten, Info, Notizen, Fotos";"Mueve todos los datos: marcos, inspecciones, infos, notas, fotos";"Déplace toutes les données : cadres, inspections, infos, notes, photos";"Sposta tutti i dati: telaini, ispezioni, infos, note, foto";"Move todos os dados: quadros, inspeções, infos, notas, fotos";"Przenosi wszystkie dane: ramki, przeglądy, informacje, notatki, zdjęcia";"Moves all data: frames, inspections, infos, notes, photos"
"762";"moveWithoutHistory";"Ohne Geschichte";"Sin historial";"Sans historique";"Senza cronologia";"Sem histórico";"Bez historii";"Without history"
"763";"moveWithoutHistoryDesc";"Erstellt eine neue Beute mit technischen Parametern, verschiebt die Königin";"Crea una nueva colmena con parámetros técnicos, mueve la reina";"Crée une nouvelle ruche avec les paramètres techniques, déplace la reine";"Crea una nuova arnia con parametri tecnici, sposta la regina";"Cria uma nova colmeia com parâmetros técnicos, move a rainha";"Tworzy nowy ul z parametrami technicznymi, przenosi matkę";"Creates a new hive with technical parameters, moves the queen"
"764";"movedFrom";"Verschoben aus Bienenstand {src} / Beute {srcUl}";"Movido del apiario {src} / colmena {srcUl}";"Déplacé du rucher {src} / ruche {srcUl}";"Spostata dall'apiario {src} / arnia {srcUl}";"Movido do apiário {src} / colmeia {srcUl}";"Przeniesiony z pasieki {src} / ul {srcUl}";"Moved from apiary {src} / hive {srcUl}"
"765";"movedTo";"Beute verschoben nach Bienenstand {dst} / Beute {dstUl}";"Colmena movida al apiario {dst} / colmena {dstUl}";"Ruche déplacée vers rucher {dst} / ruche {dstUl}";"Arnia spostata all'apiario {dst} / arnia {dstUl}";"Colmeia movida para apiário {dst} / colmeia {dstUl}";"Ul przeniesiony do pasieki {dst} / ul {dstUl}";"Hive moved to apiary {dst} / hive {dstUl}"
"766";"moving";"Verschieben...";"Moviendo...";"Déplacement...";"Spostamento...";"Movendo...";"Przenoszenie...";"Moving..."
"767";"newApiaryWillBeCreated";"Ziel-Bienenstand existiert nicht - wird erstellt";"El apiario de destino no existe - se creará";"Le rucher de destination n'existe pas - il sera créé";"L'apiario di destinazione non esiste - verrà creato";"O apiário de destino não existe - será criado";"Pasieka docelowa nie istnieje - zostanie utworzona";"Destination apiary does not exist - it will be created"
"768";"selectAll";"Alle auswählen";"Seleccionar todo";"Tout sélectionner";"Seleziona tutto";"Selecionar tudo";"Zaznacz wszystkie";"Select all"
"769";"selectApiary";"Bienenstand wählen";"Seleccionar apiario";"Sélectionner le rucher";"Seleziona apiario";"Selecionar apiário";"Wybierz pasiekę";"Select apiary"
"770";"selectHive";"Beute wählen";"Seleccionar colmena";"Sélectionner la ruche";"Seleziona arnia";"Selecionar colmeia";"Wybierz ul";"Select hive"
"771";"selected";"ausgewählt";"seleccionar";"sélectionnés";"selezionate";"selecionadas";"wybrane";"selected"
"772";"sourceApiary";"Quell-Bienenstand";"Apiario de origen";"Rucher source";"Apiario di origine";"Apiário de origem";"Pasieka źródłowa";"Source apiary"
"773";"sourceHive";"Quell-Beute";"Colmena de origen";"Ruche source";"Arnia di origine";"Colmeia de origem";"Ul źródłowy";"Source hive"
"774";"whatToDoWithOldHive";"Was soll mit der alten Beute geschehen?";"¿Qué hacer con la colmena antigua?";"Que faire de l'ancienne ruche ?";"Cosa fare con la vecchia arnia?";"O que fazer com a colmeia antiga?";"Co zrobić ze starym ulem?";"What to do with the old hive?"
